fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2020-2021,3,March,Investment (-) / Disinvestment(+) of Surplus Cash,,-181999.00,,,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2020-2021.aspx
2020-2021,3,March,Ways & Means Advances,,0.00,,,2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2020-2021.aspx
2020-2021,3,March,TOTAL FINANCING,1848655.10,1821461.13,99 %,(122%),2021-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2020-2021.aspx
2020-2021,4,April,External Financing,4621.65,1842.66,40%,(-138%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Domestic Financing,791715.35,277668.86,35 %,(22%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Market Borrowings,535869.62,96084.13,18%,(28%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Securities against Small Savings,240000.00,-6276.32,-3%,(-1%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,State Provident Funds,18000.00,6458.78,36%,(23%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Special Deposits,0.00,-56.07,,,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,National Small Saving Fund,0.00,30519.35,,,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Savings Deposit and Certificates,206617.92,9888.37,5%,(9%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Public Provident Funds,89318.51,4820.65,5%,(8%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Investment In Securities,-286577.18,9747.62,-3%,(-2%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Income/Expenditure of NSSF,-9359.25,6062.71,-65%,(-71%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Others,50848.54,-39711.30,-78%,(-63%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Cash Balance {Decrease(+)/Increase(-)},-53002.81,4989.29,-9%,(10%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Investment (-) / Disinvestment(+) of Surplus Cash,,50573.00,,,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,Ways & Means Advances,,135088.00,,,2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,4,April,TOTAL FINANCING,796337.00,279511.52,35 %,(22%),2020-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2020-2021.aspx
2020-2021,5,May,External Financing,4621.65,29099.19,630%,(-114%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Domestic Financing,791715.35,437244.07,55 %,(51%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Market Borrowings,535869.62,263883.54,49%,(52%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Securities against Small Savings,240000.00,-7458.67,-3%,(-2%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,State Provident Funds,18000.00,8121.44,45%,(16%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Special Deposits,0.00,-121.12,,,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,National Small Saving Fund,0.00,53090.90,,,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Savings Deposit and Certificates,206617.92,22673.36,11 %,(20%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Public Provident Funds,89318.51,7843.37,9%,(13%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Investment In Securities,-286577.18,13014.80,-5%,(-3%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Income/Expenditure of NSSF,-9359.25,9559.37,-102%,(-72%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Others,50848.54,39557.48,78 %,(-36%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Cash Balance {Decrease(+)/Increase(-)},-53002.81,4989.50,-9%,(10%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Investment (-) / Disinvestment(+) of Surplus Cash,,50573.00,,,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,Ways & Means Advances,,24608.00,,,2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,5,May,TOTAL FINANCING,796337.00,466343.26,59 %,(52%),2020-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2020-2021.aspx
2020-2021,6,June,External Financing,4621.65,29503.25,638%,(-235%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Domestic Financing,791715.35,632859.71,80 %,(60%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Market Borrowings,535869.62,550640.57,103%,(57%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Securities against Small Savings,240000.00,27110.36,11%,(-3%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,State Provident Funds,18000.00,8478.28,47%,(12%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Special Deposits,0.00,-387.36,,,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,National Small Saving Fund,0.00,34998.25,,,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Savings Deposit and Certificates,206617.92,42751.59,21%,(30%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Public Provident Funds,89318.51,11031.24,12%,(16%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Investment In Securities,-286577.18,-33966.39,12%,(-3%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Income/Expenditure of NSSF,-9359.25,15181.81,-162%,(-44%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Others,50848.54,-18477.49,36%,(-64%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Cash Balance {Decrease(+)/Increase(-)},-53002.81,4900.10,-9%,(10%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Investment (-) / Disinvestment(+) of Surplus Cash,,25597.00,,,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,Ways & Means Advances,,0.00,,,2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,6,June,TOTAL FINANCING,796337.00,662362.96,83 %,(61%),2020-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2020-2021.aspx
2020-2021,7,July,External Financing,4621.65,39164.90,847%,(-202%),2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2020-2021.aspx
2020-2021,7,July,Domestic Financing,791715.35,782184.50,99 %,(77%),2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2020-2021.aspx
2020-2021,7,July,Market Borrowings,535869.62,771987.73,144%,(66%),2020-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2020-2021.aspx
