year,month,month_numeric,date_stamp,rupee_per_unit_us_dollar,rupee_per_unit_pound_sterling,rupee_per_unit_euro,rupee_per_unit_japanese_yen,released_on,updated_on,data_source,data_url
2026,April,4,2026-04-10,92.6492,124.3124,108.276,58.16,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,April,4,2026-04-09,92.7129,124.1364,108.0921,58.36,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,April,4,2026-04-08,92.5586,124.3019,108.1985,58.49,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,April,4,2026-04-07,92.9625,123.078,107.2632,58.18,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,April,4,2026-04-06,93.0591,122.9919,107.2568,58.32,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,April,4,2026-04-02,93.2088,123.1854,107.4828,58.49,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-30,94.6543,125.6347,109.0064,59.25,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-27,94.5988,126.1986,109.1594,59.26,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-25,93.9657,125.7631,108.9488,59.1,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-24,93.8792,125.8263,108.7403,59.16,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-23,93.898,124.8167,108.2231,58.83,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-20,93.3483,125.1564,107.9436,58.94,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-18,92.4514,123.6371,106.7616,58.29,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-17,92.457,122.8267,106.095,57.99,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-16,92.3966,122.3707,105.5896,57.99,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-13,92.4405,123.2035,106.3072,57.99,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-12,92.353,123.4655,106.6197,58.07,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-11,91.9257,123.6425,106.9611,58.21,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-10,92.0174,123.699,106.996,58.4,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-09,92.2639,122.9121,106.5882,58.18,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-06,91.6829,122.4932,106.4139,58.08,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-05,91.6275,122.046,106.2635,58.31,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-04,92.2828,122.8622,107.0124,58.55,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,March,3,2026-03-02,91.4514,122.4449,107.392,58.26,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-27,90.9542,122.5408,107.3654,58.34,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-26,90.9072,123.2532,107.4432,58.27,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-25,90.9502,123.0144,107.3594,58.44,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-24,90.9661,122.7024,107.1562,58.65,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-23,90.7461,122.7444,107.3042,58.8,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-20,90.9518,122.2938,106.906,58.6,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-18,90.6669,122.9262,107.3901,59.09,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-17,90.7744,123.5706,107.5205,59.38,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-16,90.7125,123.7572,107.6497,59.24,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-13,90.7415,123.4459,107.6218,59.2,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-12,90.5947,123.358,107.4459,59.1,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-11,90.5675,123.8384,107.9643,59.21,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-10,90.5773,123.8614,107.8697,58.31,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-09,90.4006,123.0834,107.0458,57.77,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-06,90.4163,122.7431,106.6864,57.64,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-05,90.3957,123.0328,106.5488,57.6,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-04,90.4693,124.1106,107.0559,57.89,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-03,90.4495,123.8875,106.8558,58.19,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,February,2,2026-02-02,91.6443,125.2429,108.5692,59.2,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-30,91.8983,126.3834,109.5661,59.72,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-29,91.9644,127.253,110.2273,60.08,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-28,91.6945,126.5946,109.9869,60.06,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-27,91.8244,125.6856,109.0635,59.45,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-23,91.6195,123.6246,107.6211,57.75,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-22,91.5826,122.9484,107.0552,57.67,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-21,91.55,123.0347,107.3106,57.89,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-20,91.0356,122.3257,106.1918,57.48,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-19,90.9705,121.8841,105.7769,57.64,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-16,90.6497,121.3147,105.2244,57.24,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-14,90.2016,121.1997,105.0482,56.62,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-13,90.2677,121.5689,105.2299,56.81,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-12,90.1899,121.1695,105.227,57.08,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-09,90.1395,121.0201,105.0065,57.26,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-08,89.893,120.972,104.995,57.42,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-07,89.9432,121.4887,105.1784,57.53,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-06,90.181,122.2139,105.807,57.65,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-05,90.2729,121.278,105.523,57.48,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-02,90.1242,121.351,105.8401,57.42,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2026,January,1,2026-01-01,89.9792,121.2476,105.6915,57.42,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-31,89.9198,121.0237,105.5557,57.42,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-30,89.9429,121.5656,105.9269,57.64,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-29,89.9756,121.4053,105.8407,57.58,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-26,89.8296,121.24,105.8522,57.5,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-24,89.7703,121.3694,105.9433,57.64,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-23,89.8314,121.1305,105.7393,57.54,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-22,89.5467,119.9514,104.9153,56.91,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-19,90.1975,120.6494,105.6784,57.75,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-18,90.1303,120.4676,105.8388,57.82,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-17,90.3291,120.9025,105.9121,58.19,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-16,91.0202,121.6103,106.9506,58.76,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-15,90.7228,121.2117,106.4414,58.5,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-12,90.3883,121.0583,106.0779,58.03,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-11,90.3702,120.7707,105.597,57.91,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-10,89.8822,119.638,104.554,57.35,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-09,89.9644,119.9387,104.7563,57.66,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-08,90.1745,120.2146,105.1705,58.08,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-05,89.9238,120.0009,104.8248,58.15,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-04,90.1865,120.2589,105.1142,58.04,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-03,90.2697,119.5026,105.1022,58.02,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-02,89.8887,118.7699,104.35,57.73,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,December,12,2025-12-01,89.7436,118.6285,104.0469,57.65,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-28,89.4557,118.2694,103.6309,57.2,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-27,89.2942,118.4166,103.6128,57.24,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-26,89.2649,117.7755,103.4925,57.17,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-25,89.2213,116.8966,102.7728,56.93,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-24,89.1919,116.8997,102.7824,56.94,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-21,88.6402,116.0791,102.3209,56.42,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-20,88.6915,115.8376,102.1874,56.29,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-19,88.4558,116.3152,102.5091,56.92,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-18,88.6344,116.5844,102.7828,57.15,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-17,88.63,116.445,102.7925,57.26,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-14,88.742,116.7194,103.3188,57.44,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-13,88.716,116.3924,102.7633,57.26,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-12,88.6362,116.4544,102.6431,57.31,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-11,88.6983,116.8044,102.5435,57.53,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-10,88.6761,116.6558,102.5332,57.59,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-07,88.705,116.3691,102.3041,57.81,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-06,88.6026,115.751,101.981,57.58,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-04,88.6372,116.3168,102.1384,57.72,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,November,11,2025-11-03,88.7932,116.6974,102.4348,57.59,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-31,88.7241,116.6947,102.6745,57.61,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-30,88.6048,116.9814,102.9753,57.76,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-29,88.2834,116.8707,102.6771,57.99,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-28,88.296,117.9623,102.9596,58.09,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-27,88.0637,117.3936,102.4169,57.58,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-24,87.7058,116.8498,101.789,57.33,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-23,87.9474,117.3934,101.9797,57.65,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-20,87.7861,117.8499,102.3972,58.3,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-17,87.9097,118.2749,102.9827,58.66,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-16,87.9039,117.8762,102.4614,58.12,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-15,88.2898,117.9899,102.6616,58.45,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-14,88.7907,118.0798,102.7971,58.5,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-13,88.7797,118.6434,103.2135,58.48,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-10,88.692,118.0136,102.6208,58.02,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-09,88.7875,118.8871,103.2534,58.06,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-08,88.7903,118.876,103.082,58.24,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-07,88.7319,119.3752,103.7063,58.9,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-06,88.7859,119.3259,103.986,59.09,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-03,88.7775,119.3211,104.0804,60.16,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,October,10,2025-10-01,88.6778,119.4851,104.3649,60.23,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-30,88.7923,119.354,104.222,59.91,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-29,88.7558,119.2777,104.0455,59.64,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-26,88.7234,118.496,103.6183,59.24,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-25,88.6696,119.3162,104.1685,59.58,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-24,88.7606,119.8014,104.6541,59.95,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
2025,September,9,2025-09-23,88.7435,119.8558,104.6605,60.05,2026-02-27,2026-04-14,RBI Database on Indian Economy,https://data.rbi.org.in/DBIE/#/dbie/reports/Statistics/Financial%20Market/Forex%20Market
