fiscal_year,month_numeric,month,item,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2022-2023,6,June,CORPORATION TAX,82297,160822,80235,123689,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,CORPORATION TAX,35654,196476,22162,145851,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,CORPORATION TAX,11159,207635,22201,168052,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,CORPORATION TAX,167673,375308,140611,308663,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,CORPORATION TAX,35279,410587,22222,330885,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,CORPORATION TAX,17639,428226,22699,353584,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,CORPORATION TAX,179942,608168,166748,520332,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,CORPORATION TAX,20845,629013,27393,547725,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,CORPORATION TAX,12831,641844,17903,565628,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,CORPORATION TAX,183990,825834,146409,712037,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,INCOME TAX,76088,76088,47673,47673,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,INCOME TAX,36941,113029,27708,75381,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,INCOME TAX,59632,172661,47311,122692,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,INCOME TAX,69125,241786,38529,161221,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,INCOME TAX,23813,265599,38162,199383,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,INCOME TAX,78949,344548,74789,274172,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,INCOME TAX,53057,397605,37120,311292,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,INCOME TAX,41017,438622,34794,346086,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,INCOME TAX,95486,534108,102016,448102,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,INCOME TAX,53507,587615,46152,494254,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,INCOME TAX,57939,645554,47800,542054,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,INCOME TAX,162667,808221,131360,673414,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,CENTRAL GOODS AND SERVICES TAX,64093,64093,55458,55458,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,CENTRAL GOODS AND SERVICES TAX,49876,113969,28292,83750,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,CENTRAL GOODS AND SERVICES TAX,65423,179392,33696,117446,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,CENTRAL GOODS AND SERVICES TAX,55357,234749,47901,165347,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,CENTRAL GOODS AND SERVICES TAX,51911,286660,53326,218673,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,CENTRAL GOODS AND SERVICES TAX,54689,341349,47379,266052,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,CENTRAL GOODS AND SERVICES TAX,72219,413568,48546,314598,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,CENTRAL GOODS AND SERVICES TAX,57848,471416,49238,363836,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,CENTRAL GOODS AND SERVICES TAX,60778,532194,46227,410063,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,CENTRAL GOODS AND SERVICES TAX,65171,597365,69662,479725,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,CENTRAL GOODS AND SERVICES TAX,60075,657440,48169,527894,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,CENTRAL GOODS AND SERVICES TAX,61131,718571,63332,591226,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,UT GOODS AND SERVICE TAX,162,162,161,161,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,UT GOODS AND SERVICE TAX,244,406,164,325,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,UT GOODS AND SERVICE TAX,259,665,170,495,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,UT GOODS AND SERVICE TAX,155,820,254,749,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,UT GOODS AND SERVICE TAX,149,969,289,1038,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,UT GOODS AND SERVICE TAX,406,1375,222,1260,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,UT GOODS AND SERVICE TAX,595,1970,140,1400,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,UT GOODS AND SERVICE TAX,515,2485,118,1518,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,UT GOODS AND SERVICE TAX,232,2717,254,1772,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,UT GOODS AND SERVICE TAX,238,2955,432,2204,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,UT GOODS AND SERVICE TAX,394,3349,159,2363,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,UT GOODS AND SERVICE TAX,923,4272,1628,3991,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,INTEGRATED GOODS AND SERVICE TAX,11345,11345,4787,4787,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,INTEGRATED GOODS AND SERVICE TAX,4741,16086,15341,20128,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,INTEGRATED GOODS AND SERVICE TAX,-16396,-310,6377,26505,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,INTEGRATED GOODS AND SERVICE TAX,6898,6588,-3733,22772,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,INTEGRATED GOODS AND SERVICE TAX,8938,15526,-16195,6577,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,INTEGRATED GOODS AND SERVICE TAX,9964,25490,-634,5943,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,INTEGRATED GOODS AND SERVICE TAX,-19374,6116,8970,14913,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,INTEGRATED GOODS AND SERVICE TAX,-2580,3536,7238,22151,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,INTEGRATED GOODS AND SERVICE TAX,-3394,142,14635,36786,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,INTEGRATED GOODS AND SERVICE TAX,-1671,-1529,-27918,8868,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,INTEGRATED GOODS AND SERVICE TAX,-2288,-3817,7903,16771,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,INTEGRATED GOODS AND SERVICE TAX,8590,4773,-14652,2119,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,GOODS AND SERVICE TAX COMPENSATION CESS,10435,10435,9187,9187,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,GOODS AND SERVICE TAX COMPENSATION CESS,10199,20634,8886,18073,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,GOODS AND SERVICE TAX COMPENSATION CESS,10749,31383,6565,24638,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,GOODS AND SERVICE TAX COMPENSATION CESS,10654,42037,7530,32168,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,GOODS AND SERVICE TAX COMPENSATION CESS,9889,51926,8474,40642,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,GOODS AND SERVICE TAX COMPENSATION CESS,9967,61893,8489,49131,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,GOODS AND SERVICE TAX COMPENSATION CESS,10281,72174,8221,57352,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,GOODS AND SERVICE TAX COMPENSATION CESS,10323,82497,9442,66794,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,GOODS AND SERVICE TAX COMPENSATION CESS,10911,93408,9141,75935,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,GOODS AND SERVICE TAX COMPENSATION CESS,10427,103835,9465,85400,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,GOODS AND SERVICE TAX COMPENSATION CESS,11801,115636,10100,95500,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,GOODS AND SERVICE TAX COMPENSATION CESS,10227,125863,9269,104769,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,CUSTOMS,10372,10372,17906,17906,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,CUSTOMS,14137,24509,12284,30190,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,CUSTOMS,11958,36467,11166,41356,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,CUSTOMS,14543,51010,16608,57964,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,CUSTOMS,14315,65325,18261,76225,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,CUSTOMS,20942,86267,16428,92653,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,CUSTOMS,36659,122926,19626,112279,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,CUSTOMS,18467,141393,13503,125782,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,CUSTOMS,17114,158507,15298,141080,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,CUSTOMS,14868,173375,11519,152599,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,CUSTOMS,15598,188973,12645,165244,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,CUSTOMS,24398,213371,34484,199728,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,UNION EXCISE DUTIES,96,96,154,154,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,UNION EXCISE DUTIES,30730,30826,36809,36963,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,UNION EXCISE DUTIES,30402,61228,30944,67907,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,UNION EXCISE DUTIES,23919,85147,32480,100387,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,UNION EXCISE DUTIES,28816,113963,36849,137236,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,UNION EXCISE DUTIES,25911,139874,34448,171684,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,UNION EXCISE DUTIES,25778,165652,32379,204063,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,UNION EXCISE DUTIES,25599,191251,37867,241930,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,UNION EXCISE DUTIES,26574,217825,29932,271862,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,UNION EXCISE DUTIES,25783,243608,29884,301746,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,UNION EXCISE DUTIES,25885,269493,29409,331155,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,UNION EXCISE DUTIES,49511,319004,59653,390808,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,SERVICE TAX,86,86,55,55,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,SERVICE TAX,82,168,35,90,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,SERVICE TAX,35,203,72,162,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,SERVICE TAX,59,262,-89,73,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,SERVICE TAX,-154,108,53,126,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,SERVICE TAX,93,201,100,226,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,SERVICE TAX,77,278,204,430,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,SERVICE TAX,130,408,72,502,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,SERVICE TAX,-269,139,75,577,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,SERVICE TAX,50,189,76,653,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,SERVICE TAX,113,302,38,691,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,SERVICE TAX,129,431,321,1012,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,OTHER TAXES*,2869,2869,2366,2366,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,OTHER TAXES*,2501,5370,1959,4325,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,OTHER TAXES*,2608,7978,2391,6716,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,OTHER TAXES*,2608,10586,2640,9356,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,OTHER TAXES*,2292,12878,2272,11628,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,OTHER TAXES*,2623,15501,2396,14024,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,OTHER TAXES*,3228,18729,2865,16889,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,OTHER TAXES*,2091,20820,2848,19737,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,OTHER TAXES*,2670,23490,2749,22486,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,OTHER TAXES*,2761,26251,2520,25006,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,OTHER TAXES*,2276,28527,2487,27493,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,OTHER TAXES*,4907,33434,2718,30211,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,117,117,136,136,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,633,750,629,765,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,1066,1816,637,1402,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,325,2141,233,1635,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,581,2722,496,2131,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,1017,3739,839,2970,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,324,4063,309,3279,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,653,4716,608,3887,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,853,5569,989,4876,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,628,6197,476,5352,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,823,7020,733,6085,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,COLLECTIONS UNDER NCCD TO BE TRANSFERRED TO NDRF*,980,8000,45,6130,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,4,April,ASSIGNMENT TO STATES*,47592,47592,39175,39175,2022-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,5,May,ASSIGNMENT TO STATES*,47591,95183,39174,78349,2022-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,6,June,ASSIGNMENT TO STATES*,47592,142775,39175,117524,2022-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,7,July,ASSIGNMENT TO STATES*,58333,201108,47540,165064,2022-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,8,August,ASSIGNMENT TO STATES*,116665,317773,47542,212606,2022-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,9,September,ASSIGNMENT TO STATES*,58333,376106,47540,260146,2022-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,10,October,ASSIGNMENT TO STATES*,58333,434439,47541,307687,2022-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,11,November,ASSIGNMENT TO STATES*,116666,551105,95082,402769,2022-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,12,December,ASSIGNMENT TO STATES*,58332,609437,47541,450310,2023-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,1,January,ASSIGNMENT TO STATES*,58333,667770,95082,545392,2023-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,2,February,ASSIGNMENT TO STATES*,140318,808088,242430,787822,2023-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2022-2023,3,March,ASSIGNMENT TO STATES*,140318,948406,110569,898391,2023-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,GROSS TAX REVENUE,218145,218145,232266,232266,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,GROSS TAX REVENUE,178809,396954,171256,403522,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,GROSS TAX REVENUE,274929,671883,246967,650489,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,GROSS TAX REVENUE,222267,894150,218972,869461,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,GROSS TAX REVENUE,295030,1189180,151128,1020589,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,GROSS TAX REVENUE,430091,1619271,371217,1391806,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,GROSS TAX REVENUE,215247,1834518,217799,1609605,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,GROSS TAX REVENUE,207509,2042027,171049,1780654,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,GROSS TAX REVENUE,440472,2482499,390044,2170698,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,1,January,GROSS TAX REVENUE,223698,2706197,191979,2362677,2024-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,2,February,GROSS TAX REVENUE,183654,2889851,184624,2547301,2024-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,3,March,GROSS TAX REVENUE,574941,3464792,506890,3054191,2024-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,4,April,CORPORATION TAX,38571,38571,56720,56720,2023-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,5,May,CORPORATION TAX,17960,56531,21805,78525,2023-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,6,June,CORPORATION TAX,81972,138503,82297,160822,2023-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,7,July,CORPORATION TAX,37628,176131,35654,196476,2023-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,8,August,CORPORATION TAX,62817,238948,11159,207635,2023-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,9,September,CORPORATION TAX,212335,451283,167673,375308,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,10,October,CORPORATION TAX,30686,481969,35279,410587,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,11,November,CORPORATION TAX,32405,514374,17639,428226,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2023-2024,12,December,CORPORATION TAX,207297,721671,179942,608168,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
