fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2025-2026,4,April,Non-Debt Capital Receipts,76000,22459,29.6%,(1.3%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Recovery of Loans,29000,1048,3.6%,(3.7%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Other Receipts,47000,21411,45.6%,(0.0%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Total Receipts (1+4),3496409,279288,8.0%,(6.7%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Revenue Expenditure,3944255,305830,7.8%,(8.7%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,of which Interest Payments,1276338,93460,7.3%,(11.0%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Capital Expenditure,1121090,159790,14.3%,(8.9%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,of which Loans disbursed,225844,51230,22.7%,(4.9%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Total Expenditure (8+10),5065345,465620,9.2%,(8.8%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Fiscal Deficit (12-7),1568936,186332,11.9%,(13.0%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Revenue Deficit (8-1),523846,49001,9.4%,(19.3%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,4,April,Primary Deficit (13-9),292598,92872,31.7%,(18.2%),2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2025-2026.aspx
2025-2026,5,May,Revenue Receipts,3420409,707739,20.7%,(18.2%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Tax Revenue (Net),2837409,350862,12.4%,(12.3%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Non-Tax Revenue,583000,356877,61.2%,(46.1%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Non-Debt Capital Receipts,76000,25224,33.2%,(2.7%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Recovery of Loans,29000,2606,9.0%,(7.4%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Other Receipts,47000,22618,48.1%,(0.0%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Total Receipts (1+4),3496409,732963,21.0%,(17.9%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Revenue Expenditure,3944255,524772,13.3%,(12.9%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,of which Interest Payments,1276338,147788,11.6%,(10.6%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Capital Expenditure,1121090,221354,19.7%,(12.9%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,of which Loans disbursed,225844,59219,26.2%,(11.8%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Total Expenditure (8+10),5065345,746126,14.7%,(12.9%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Fiscal Deficit (12-7),1568936,13163,0.8%,(3.1%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Revenue Deficit (8-1),523846,-182967,-34.9%,(-15.7%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,5,May,Primary Deficit (13-9),292598,-134625,-46.0%,(-16.3%),2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2025-2026.aspx
2025-2026,6,June,Revenue Receipts,3420409,913377,26.7%,(26.5%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Tax Revenue (Net),2837409,540316,19.0%,(21.3%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Non-Tax Revenue,583000,373061,64.0%,(51.3%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Non-Debt Capital Receipts,76000,28018,36.9%,(5.8%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Recovery of Loans,29000,5395,18.6%,(16.1%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Other Receipts,47000,22623,48.1%,(0.0%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Total Receipts (1+4),3496409,941395,26.9%,(26.0%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Revenue Expenditure,3944255,946995,24.0%,(21.3%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,of which Interest Payments,1276338,386037,30.2%,(22.7%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Capital Expenditure,1121090,275132,24.5%,(16.3%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,of which Loans disbursed,225844,69832,30.9%,(15.6%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Total Expenditure (8+10),5065345,1222127,24.1%,(20.1%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Fiscal Deficit (12-7),1568936,280732,17.9%,(8.4%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Revenue Deficit (8-1),523846,33618,6.4%,(-7.0%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,6,June,Primary Deficit (13-9),292598,-105305,-36.0%,(-28.5%),2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/6/2025-2026.aspx
2025-2026,7,July,Revenue Receipts,3420409,1065420,31.1%,(32.5%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Tax Revenue (Net),2837409,661812,23.3%,(27.7%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Non-Tax Revenue,583000,403608,69.2%,(55.3%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Non-Debt Capital Receipts,76000,29789,39.2%,(8.2%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Recovery of Loans,29000,7138,24.6%,(22.8%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Other Receipts,47000,22651,48.2%,(0.0%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Total Receipts (1+4),3496409,1095209,31.3%,(31.9%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Revenue Expenditure,3944255,1216699,30.8 %,(28.0%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,of which Interest Payments,1276338,446690,35.0%,(28.2%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Capital Expenditure,1121090,346926,30.9%,(23.5%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,of which Loans disbursed,225844,96576,42.8%,(23.4%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Total Expenditure (8+10),5065345,1563625,30.9%,(27.0%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Fiscal Deficit (12-7),1568936,468416,29.9%,(17.2%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Revenue Deficit (8-1),523846,151279,28.9%,(3.8%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,7,July,Primary Deficit (13-9),292598,21726,7.4 %,(-11.3%),2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/7/2025-2026.aspx
2025-2026,8,August,Revenue Receipts,3420409,1250739,36.6%,(38.6%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Tax Revenue (Net),2837409,810407,28.6%,(33.8%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Non-Tax Revenue,583000,440332,75.5%,(61.3%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Non-Debt Capital Receipts,76000,31970,42.1%,(11.4%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Recovery of Loans,29000,8553,29.5%,(28.7%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Other Receipts,47000,23417,49.8 %,(1.6%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Total Receipts (1+4),3496409,1282709,36.7%,(38.0%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Revenue Expenditure,3944255,1449283,36.7 %,(36.4%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,of which Interest Payments,1276338,528668,41.4%,(34.4%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Capital Expenditure,1121090,431579,38.5%,(27.1%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,of which Loans disbursed,225844,109856,48.6%,(20.8%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Total Expenditure (8+10),5065345,1880862,37.1%,(34.3%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Fiscal Deficit (12-7),1568936,598153,38.1%,(27.0%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Revenue Deficit (8-1),523846,198544,37.9%,(24.7%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,8,August,Primary Deficit (13-9),292598,69485,23.7 %,(7.8%),2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/8/2025-2026.aspx
2025-2026,9,September,Revenue Receipts,3420409,1695446,49.6%,(51.8%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Tax Revenue (Net),2837409,1229370,43.3%,(49.0%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Non-Tax Revenue,583000,466076,79.9%,(65.5%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Non-Debt Capital Receipts,76000,34770,45.8%,(18.7%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Recovery of Loans,29000,11353,39.1%,(40.8%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Other Receipts,47000,23417,49.8%,(6.3%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Total Receipts (1+4),3496409,1730216,49.5%,(51.0%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Revenue Expenditure,3944255,1722593,43.7%,(45.7%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,of which Interest Payments,1276338,578182,45.3%,(44.3%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Capital Expenditure,1121090,580746,51.8%,(37.3%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,of which Loans disbursed,225844,118872,52.6%,(28.8%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Total Expenditure (8+10),5065345,2303339,45.5%,(43.8%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Fiscal Deficit (12-7),1568936,573123,36.5%,(29.4%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Revenue Deficit (8-1),523846,27147,5.2%,(12.8%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,9,September,Primary Deficit (13-9),292598,-5059,-1.7%,(-9.0%),2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2025-2026.aspx
2025-2026,10,October,Revenue Receipts,3420409,1763380,51.6%,(54.5%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Tax Revenue (Net),2837409,1274301,44.9%,(50.5%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Non-Tax Revenue,583000,489076,83.9%,(73.2%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Non-Debt Capital Receipts,76000,37095,48.8%,(24.1%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Recovery of Loans,29000,13392,46.2%,(47.4%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Other Receipts,47000,23703,50.4 %,(11.1%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Total Receipts (1+4),3496409,1800475,51.5%,(53.7%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Revenue Expenditure,3944255,2007876,50.9%,(54.1%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,of which Interest Payments,1276338,673715,52.8 %,(51.3%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Capital Expenditure,1121090,617743,55.1%,(42.0%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,of which Loans disbursed,225844,122093,54.1%,(35.3%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Total Expenditure (8+10),5065345,2625619,51.8%,(51.3%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Fiscal Deficit (12-7),1568936,825144,52.6%,(46.5%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Revenue Deficit (8-1),523846,244496,46.7 %,(52.2%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,10,October,Primary Deficit (13-9),292598,151429,51.8%,(34.3%),2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2025-2026.aspx
2025-2026,11,November,Revenue Receipts,3420409,1910312,55.9%,(59.8%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Tax Revenue (Net),2837409,1393946,49.1%,(55.9%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Non-Tax Revenue,583000,516366,88.6%,(78.3%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Non-Debt Capital Receipts,76000,38927,51.2%,(30.7%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Recovery of Loans,29000,15210,52.4%,(53.5%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Other Receipts,47000,23717,50.5%,(18.0%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Total Receipts (1+4),3496409,1949239,55.7%,(59.1%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Revenue Expenditure,3944255,2267700,57.5%,(60.1%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,of which Interest Payments,1276338,745765,58.4%,(56.6%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Capital Expenditure,1121090,658210,58.7%,(46.2%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,of which Loans disbursed,225844,125589,55.6%,(49.9%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Total Expenditure (8+10),5065345,2925910,57.8%,(56.9%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Fiscal Deficit (12-7),1568936,976671,62.3%,(52.5%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Revenue Deficit (8-1),523846,357388,68.2%,(61.5%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,11,November,Primary Deficit (13-9),292598,230906,78.9%,(41.8%),2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2025-2026.aspx
2025-2026,12,December,Revenue Receipts,3420409,2479109,72.5%,(73.2%),2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2025-2026.aspx
2025-2026,12,December,Tax Revenue (Net),2837409,1939254,68.3%,(71.3%),2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2025-2026.aspx
2025-2026,12,December,Non-Tax Revenue,583000,539855,92.6%,(82.0%),2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2025-2026.aspx
